5173,0.28312989717892495
4565,0.2385058979750817
3973,0.3608908992911757
6078,0.5364716256763934
4775,0.9871522424548201
2355,0.6029161473027027
4878,0.6953658250436874
5870,0.07322781928338559
5679,0.07747361885431658
0740,0.09887306703614678
1546,0.05150162084473812
3470,0.07382067507109016
4880,0.07248223528252304
5471,0.03642382265682461
3365,0.02533278785111101
2453,0.048557543628047345
3061,0.04286270835976972
0236,0.017870851920941802
0135,0.01524428243576324
2964,0.005209443441674736
5176,0.0049117461515045145
4566,0.00875998788976735
2353,0.0011750264644940845
4968,0.004450476789692157
3162,0.004932172660717435
2456,0.002712783812632161
